"id","userPrincipalName","userDisplayName","userType","isAdmin","isSsprRegistered","isSsprEnabled","isSsprCapable","isMfaRegistered","isMfaCapable","isPasswordlessCapable","methodsRegistered","isSystemPreferredAuthenticationMethodEnabled","systemPreferredAuthenticationMethods","userPreferredMethodForSecondaryAuthentication","lastUpdatedDateTime","MfaPhoneNumbers","MfaPhoneTypes","MfaSmsSignInStates"
"2588fe28-35e2-4c37-a508-e7bbbb7952d0","18979743@bonacu.onmicrosoft.com","18979743","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"dfef25d3-2691-45ff-bcf2-60a02102c2cd","19034268@bonacu.onmicrosoft.com","19034268","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"63f99aaf-e175-47b5-9ed4-0e26f59d7dd0","19034274@bonacu.onmicrosoft.com","19034274","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"7d713efb-f10f-49fc-bad2-5418db1ca892","19122201@bonacu.onmicrosoft.com","19122201","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"746fb5b6-7ef6-4aa0-969d-183d0f572972","19126422@bonacu.onmicrosoft.com","19126422","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"f47b629d-6667-4c45-b8ae-b9c76137d1de","19159663@bonacu.onmicrosoft.com","19159663","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"f1b8c47b-bae7-41bd-8ab8-ad15513391bf","19202588@bonacu.onmicrosoft.com","19202588","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"59defd66-8c11-4f75-aa2f-8d7766cecbeb","19267570@bonacu.onmicrosoft.com","19267570","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"1ea8035c-a714-4720-8cf1-dd2c80a72316","19268963@bonacu.onmicrosoft.com","19268963","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"9247a673-42de-4444-9e9e-6fb0db16feb3","19291444@bonacu.onmicrosoft.com","19291444","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"62f5fb88-82db-40d8-98a9-6dc8006a0770","19323706@bonacu.onmicrosoft.com","19323706","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"8c9786a7-ccf4-4179-9d53-f646ab625c98","19324860@bonacu.onmicrosoft.com","19324860","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"9df91412-1331-4140-b119-fa624feef9a7","19330283@bonacu.onmicrosoft.com","19330283","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"d5a36f81-6c09-452f-a557-32cb62054241","19349104@bonacu.onmicrosoft.com","19349104","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"01542551-f699-497f-b342-e1d7aded7340","19394972@bonacu.onmicrosoft.com","19394972","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"a93e125d-fb7e-42fa-bf7b-9ca6a2b47944","19437476@bonacu.onmicrosoft.com","19437476","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"a1e6bc5b-2e0d-415a-9e66-fcd924920d75","19444747@bonacu.onmicrosoft.com","19444747","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"e5c8f422-05ea-43b7-9ed4-825e5ecedf77","19444777@bonacu.onmicrosoft.com","19444777","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"a8ea2ef1-735c-44f0-b948-be19f6d88c26","19450432@bonacu.onmicrosoft.com","19450432","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"408f002f-b766-4a5f-ad35-0894404a2cf5","19462196@bonacu.onmicrosoft.com","19462196","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"09f33a0e-802e-4a27-bacd-0053f78a6815","19561621@bonacu.onmicrosoft.com","19561621","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 7:47:44 PM","","",""
"7f96006a-f58e-4e01-9379-02964d0d0a87","FortunaHodan@bonacu.onmicrosoft.com","Administrator","member","True","True","True","True","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/21/2025 5:04:40 AM","","",""
"1b2b45a9-0e0e-44a9-97dd-c3cc6612d26e","bert-jan@bonacu.onmicrosoft.com","BJ Pals","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"1068cdeb-006f-4cc9-9739-94a94518e34e","barbara.thomas@bonacu.onmicrosoft.com","Barbara Thomas","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"490e5db0-4e65-4842-98f6-0aec8274a93d","CTFDTestUser@bonacu.onmicrosoft.com","CTFDTestUser","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"072da6dd-1c53-4608-8781-61617bcace44","charles.gonzalez@bonacu.onmicrosoft.com","Charles Gonzalez","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"234e5214-55f2-477a-acf7-8e23bcb85a07","charles.taylor@bonacu.onmicrosoft.com","Charles Taylor","member","True","True","True","True","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"eaeb782e-de48-43a9-bc8f-1c7d317358da","garciad@bonacu.onmicrosoft.com","David Garcia","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/21/2025 5:04:40 AM","","",""
"e37299e0-328a-49d1-b1cd-61572729646a","jacksone@bonacu.onmicrosoft.com","Elizabeth Jackson","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"efb7bd9c-5fcb-4b16-83d9-44802fb5687b","Gail.Erast@bonacu.onmicrosoft.com","Gail Erast","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"d0dce29d-692e-40ce-a900-ce5105dee0bc","Georg.Sunshine@bonacu.onmicrosoft.com","Georg Sunshine","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/21/2025 5:04:40 AM","","",""
"48e06c3e-2adf-4964-abcd-66a8b57b6091","jthomas@bonacu.onmicrosoft.com","James Thomas","member","True","True","True","True","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"a701a182-a694-4afe-8027-1acbad3f8cb0","Joey@bonacu.onmicrosoft.com","Joey","member","True","True","True","True","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"848f7e03-fdfc-4236-850a-4c5590e8af2c","millerj@bonacu.onmicrosoft.com","Joseph Miller","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"d8d135ef-40b2-475b-ba09-9b5444b98c93","williamsj@bonacu.onmicrosoft.com","Joseph Williams","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"a60e8923-1335-4e71-93eb-009786f915a5","jonesk@bonacu.onmicrosoft.com","Karen Jones","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"b38772ee-67b0-4b0a-b5ad-3b7dca95f8f6","ktaylor@bonacu.onmicrosoft.com","Karen Taylor","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"c7855e7c-897e-4ced-b66f-f8b981641bf3","Korstiaan@bonacu.onmicrosoft.com","Korstiaan","member","True","True","True","True","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/21/2025 5:04:40 AM","","",""
"1c49dbe0-ade6-4c02-b1bd-162c3e00dbd2","davism@bonacu.onmicrosoft.com","Mary Davis","member","True","True","True","True","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"c6708251-714b-4858-882d-cc76b4074f64","mary.gonzalez@bonacu.onmicrosoft.com","Mary Gonzalez","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"789afa84-34a0-42e3-bddf-2ecba2dc1b42","patriciad89@bonacu.onmicrosoft.com","Patricia Davis","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"49e252dc-c02f-4fd2-bbef-1b6f8b887c31","richardd16@bonacu.onmicrosoft.com","Richard Davis","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"f7c0dc0a-a99d-436b-ab55-20d4f188f8d5","richardw62@bonacu.onmicrosoft.com","Richard Williams","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"4b3a70f3-d0bc-4eb6-bf9a-bb1559011816","sgarcia@bonacu.onmicrosoft.com","Sarah Garcia","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"e3b9682a-7cdc-4ed9-9f94-4c526a76242e","smoore@bonacu.onmicrosoft.com","Sarah Moore","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"1751eee6-dea2-4444-96c5-4ade75185db9","sarahr27@bonacu.onmicrosoft.com","Sarah Rodriguez","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"a18848b0-a122-45ef-b46a-f7dcaddb7f13","thomast@bonacu.onmicrosoft.com","Thomas Thomas","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"ae5e8a22-dddf-44d8-a54d-6f7fe44ce557","Tobias@bonacu.onmicrosoft.com","Tobias","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"90d10c68-779c-4e74-a9a2-045302bf0b57","TokenTactics@bonacu.onmicrosoft.com","TokenTactics","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"4305399d-d07c-4262-8135-a4d3d11a3f83","william.jackson@bonacu.onmicrosoft.com","William Jackson","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"147ab327-c2f9-4f50-bb58-e8b4824a80f6","Willy@bonacu.onmicrosoft.com","Willy","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"1197bc18-c6de-4fd4-b069-36ad69bf2f0d","acquisition@bonacu.onmicrosoft.com","acquisition account","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"e7237f31-9a9e-4cbe-a7d2-153ff568974c","alina_fern@bonacu.onmicrosoft.com","alina_fern","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"7944667d-060c-48bd-8d4a-6d67e4636de7","blackhat01@bonacu.onmicrosoft.com","blackhat01","member","False","False","False","False","True","True","False","mobilePhone","True","Sms, Voice","sms","4/21/2025 5:04:40 AM","+1 9546669234","mobile","notAllowedByPolicy"
"245e1393-2529-44d6-89d2-e4a12f6be086","blackhat02@bonacu.onmicrosoft.com","blackhat02","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"357c38b1-6399-4d9d-98ab-63116cb9dbde","blackhat03@bonacu.onmicrosoft.com","blackhat03","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/21/2025 5:04:40 AM","","",""
"f1727a40-88bb-4a6e-b77b-abd4177a8d7a","blackhat04@bonacu.onmicrosoft.com","blackhat04","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"6ab7fb20-2264-4625-8f6a-78187db20647","blackhat05@bonacu.onmicrosoft.com","blackhat05","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"f71a6354-13fb-4217-9a16-2d6ff94e76f8","blackhat06@bonacu.onmicrosoft.com","blackhat06","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/21/2025 5:04:40 AM","","",""
"edebb325-75a6-49ae-8bfc-2db470215bcc","brucon01@bonacu.onmicrosoft.com","brucon01","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:05:06 AM","","",""
"c3c0d33f-69bb-4280-91ee-8237bb6c0c5e","brucon02@bonacu.onmicrosoft.com","brucon02","member","False","False","False","False","True","True","False","mobilePhone","True","Sms, Voice","sms","4/23/2025 11:33:05 AM","+1 4694694067","mobile","notAllowedByPolicy"
"50efbf9d-f4b2-4ae2-bda9-9a9b2112e17f","brucon03@bonacu.onmicrosoft.com","brucon03","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 9:59:21 AM","","",""
"b1260ec0-3644-4f05-bd00-4ae8acf66e2e","brucon04@bonacu.onmicrosoft.com","brucon04","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:12:02 AM","","",""
"9750cd2e-21dc-4514-a620-771cb3d8d160","brucon05@bonacu.onmicrosoft.com","brucon05","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:00:58 AM","","",""
"167b4ea8-70df-409d-8408-97df05a099d7","brucon06@bonacu.onmicrosoft.com","brucon06","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:01:03 AM","","",""
"6c8f747c-25a5-4a2d-b906-5fc3b82cbbca","brucon07@bonacu.onmicrosoft.com","brucon07","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/23/2025 9:58:51 AM","","",""
"739f760d-ff7b-499b-8695-85ac466850f4","brucon08@bonacu.onmicrosoft.com","brucon08","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:01:31 AM","","",""
"2de88416-19dc-4fcf-97ba-c50dc8610916","brucon09@bonacu.onmicrosoft.com","brucon09","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 9:58:35 AM","","",""
"13620521-a3bf-4aea-84a9-9ca8bd932036","brucon10@bonacu.onmicrosoft.com","brucon10","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 9:57:20 AM","","",""
"fe6be573-3746-426b-820a-d99d9d153978","brucon11@bonacu.onmicrosoft.com","brucon11","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/23/2025 9:58:36 AM","","",""
"4a6758ba-0fa5-47b0-9649-d3de14a0cbd1","brucon12@bonacu.onmicrosoft.com","brucon12","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:05:39 AM","","",""
"9040d437-2be9-4cd7-a896-b0e4ae628bce","brucon13@bonacu.onmicrosoft.com","brucon13","member","False","False","False","False","False","False","False","","True","","none","4/26/2025 8:26:44 AM","","",""
"d0f090ca-bc76-4738-9007-602bc2faeff5","brucon14@bonacu.onmicrosoft.com","brucon14","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:04:16 AM","","",""
"424072ff-44b2-4f55-84a5-d6f0e39e4b4c","brucon15@bonacu.onmicrosoft.com","brucon15","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/23/2025 10:05:30 AM","","",""
"37462eaf-e370-498a-b5af-06c6e5c36ee0","brucon16@bonacu.onmicrosoft.com","brucon16","member","False","False","False","False","False","False","False","","True","","none","4/22/2025 8:25:08 AM","","",""
"ef777786-a08c-4b33-9d31-f5d7e6dc52b2","brucon17@bonacu.onmicrosoft.com","brucon17","member","False","False","False","False","False","False","False","","True","","none","4/22/2025 8:25:07 AM","","",""
"b1d27241-d5ce-4519-891d-480b0300ee67","brucon18@bonacu.onmicrosoft.com","brucon18","member","False","False","False","False","False","False","False","","True","","none","4/22/2025 8:25:07 AM","","",""
"8106de30-8538-4563-b3a5-c47e4c450afa","brucon19@bonacu.onmicrosoft.com","brucon19","member","False","False","False","False","False","False","False","","True","","none","4/22/2025 8:25:07 AM","","",""
"a34cd11c-2367-45f4-96d5-ea43eac1625f","brucon20@bonacu.onmicrosoft.com","brucon20","member","False","False","False","False","True","True","False","softwareOneTimePasscode","True","SoftwareOTP","oath","4/22/2025 9:54:39 AM","","",""
"b330c6ed-6103-4e13-94db-5540cb597461","curt@bonacu.onmicrosoft.com","curt","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"dc0b273d-8701-4e57-a629-5a11c67cc507","devtech.drew@bonacu.onmicrosoft.com","devtech.drew","member","False","False","False","False","False","False","False","","True","","none","4/21/2025 5:04:40 AM","","",""
"19c7f9c3-b04a-4e18-a482-a2591d7de73e","test-student@bonacu.onmicrosoft.com","test-student","member","False","False","False","False","True","True","False","mobilePhone, microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","sms","4/21/2025 5:04:40 AM","+31 634891460","mobile","notAllowedByPolicy"
"71a9ed4e-81a0-406c-99ef-e10e5a9389d1","testuserjoey@bonacu.onmicrosoft.com","testuserjoey","member","False","False","False","False","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
"a17e5e22-79c7-4939-9d53-f922d7e8309c","user-creation@bonacu.onmicrosoft.com","user-creation","member","True","True","True","True","True","True","False","microsoftAuthenticatorPush, softwareOneTimePasscode","True","PhoneAppNotification","push","4/21/2025 5:04:40 AM","","",""
