"UserName","RuleName","Enabled","Priority","RuleIdentity","StopProcessingRules","CopyToFolder","MoveToFolder","RedirectTo","ForwardTo","ForwardAsAttachmentTo","ApplyCategory","MarkImportance","MarkAsRead","DeleteMessage","SoftDeleteMessage","From","SubjectContainsWords","SubjectOrBodyContainsWords","BodyContainsWords","HasAttachment","Description","InError","ErrorType"
"sgarcia@bonacu.onmicrosoft.com","Redirect External Counsel to Shared Mailbox","True","3","7202708263320682497","True",,,,"""legal-team@bonacu.onmicrosoft.com"" [SMTP:legal-team@bonacu.onmicrosoft.com]",,"",,"False","False","False","""*@DLA"" [SMTP:*@DLA]","","","","False","If the message:
	the message was received from '*@DLA'
Take the following actions:
	forward the message to 'legal-team@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"sgarcia@bonacu.onmicrosoft.com","Delete Booking Spam","True","4","7130650669282754561","True",,,,,,"",,"False","True","False",,"","booking.com","","False","If the message:
	the message includes specific words in the subject or body 'booking.com'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"sgarcia@bonacu.onmicrosoft.com","Flag Urgent Legal Inquiries","True","5","7058593075244826625","True",,,,,,"FOLLOW UP","High","False","False","False",,"Urgent Legal","","","False","If the message:
	the message includes specific words in the subject 'Urgent Legal'
Take the following actions:
	apply the following category: ''FOLLOW UP''
	and mark the message as High importance
	and stop processing more rules on this message
","False","None"
"sgarcia@bonacu.onmicrosoft.com","NDA Submissions","True","6","6986535481206898689","True",,"NDA",,,,"",,"False","False","False",,"NDA","","","False","If the message:
	the message includes specific words in the subject 'NDA'
Take the following actions:
	move the message to folder 'NDA'
	and stop processing more rules on this message
","False","None"
"sgarcia@bonacu.onmicrosoft.com","Contract Review Requests","True","7","6914477887168970753","True",,,,,,"Contracts",,"False","False","False",,"Contract Review","","","False","If the message:
	the message includes specific words in the subject 'Contract Review'
Take the following actions:
	apply the following category: ''Contracts''
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Move all messages from Microsoft to Microsoft","True","1","1621376130202206209","True",,"Microsoft",,,,"",,"False","False","False",,"microsoft","","","False","If the message:
	the message includes specific words in the subject 'microsoft'
Take the following actions:
	move the message to folder 'Microsoft'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Amazon.com","True","2","1549318536164278273","True",,"Amazon",,,,"",,"False","False","False",,"amazon","","","False","If the message:
	the message includes specific words in the subject 'amazon'
Take the following actions:
	move the message to folder 'Amazon'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","DocuSign","True","3","1477260942126350337","True",,,,,,"","High","False","False","False",,"DocuSign","","","False","If the message:
	the message includes specific words in the subject 'DocuSign'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Annoying Colleague","True","4","1405203348088422401","True",,,,,,"",,"False","True","False","""Patricia Davis"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=5219bb11dd8540a1b7898cfe7509e028-789afa84-34]","","","","False","If the message:
	the message was received from 'Patricia Davis'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Mails from HR","True","5","1333145754050494465","True",,"HR",,,,"",,"False","False","False",,"HR","","","False","If the message:
	the message includes specific words in the subject 'HR'
Take the following actions:
	move the message to folder 'HR'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Mail contains Attachments","True","6","1261088160012566529","True",,,,,,"Attachments",,"False","False","False",,"","","","True","If the message:
	the message has an attachment
Take the following actions:
	apply the following category: ''Attachments''
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Sarah Rodriguez","True","7","1189030565974638593","True",,"Sarah Rodriquez",,,,"",,"False","False","False","""Sarah Rodriguez"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4ff19c48b447470989cf60d278066f7c-1751eee6-de]","","","","False","If the message:
	the message was received from 'Sarah Rodriguez'
Take the following actions:
	move the message to folder 'Sarah Rodriquez'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","Mary Davis","True","8","1116972971936710657","True",,"Mary Davis",,,,"",,"False","False","False","""Mary Davis"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=4530a122011a40e1a69a58ea7838af58-1c49dbe0-ad]","","","","False","If the message:
	the message was received from 'Mary Davis'
Take the following actions:
	move the message to folder 'Mary Davis'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","James Thomas","True","9","1044915377898782721","True",,"James Thomas",,,,"",,"False","False","False","""James Thomas"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=953ec587ac7942018fba71252865d74e-48e06c3e-2a]","","","","False","If the message:
	the message was received from 'James Thomas'
Take the following actions:
	move the message to folder 'James Thomas'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","David Garcia","True","10","972857783860854785","True",,"David Garcia",,,,"",,"False","False","False","""David Garcia"" [EX:/o=ExchangeLabs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=567a5a35e0484801829e8aaf7c4d5937-eaeb782e-de]","","","","False","If the message:
	the message was received from 'David Garcia'
Take the following actions:
	move the message to folder 'David Garcia'
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","support","True","11","900800189822926849","True",,,,,,"support",,"False","False","False",,"","support","","False","If the message:
	the message includes specific words in the subject or body 'support'
Take the following actions:
	apply the following category: ''support''
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","meeting invites","True","12","828742595784998913","True",,,,,,"meetings",,"False","False","False",,"meeting, invite","","","False","If the message:
	the message includes specific words in the subject 'meeting' or 'invite'
Take the following actions:
	apply the following category: ''meetings''
	and stop processing more rules on this message
","False","None"
"smoore@bonacu.onmicrosoft.com","project folder","True","13","756685001747070977","True",,"project",,,,"",,"False","False","False",,"project","","","False","If the message:
	the message includes specific words in the subject 'project'
Take the following actions:
	move the message to folder 'project'
	and stop processing more rules on this message
","False","None"
"sarahr27@bonacu.onmicrosoft.com",".","True","1","17750924737141276673","True",,"Archive",,,,"",,"False","False","False",,"","phishing, attack, compromise, hack, BEC, malicious","","False","If the message:
	the message includes specific words in the subject or body 'phishing' or 'attack' or 'compromise' or 'hack' or 'BEC' or 'malicious'
Take the following actions:
	move the message to folder 'Archive'
	and stop processing more rules on this message
","False","None"
"sarahr27@bonacu.onmicrosoft.com","Job ","True","2","17678867143103348737","True",,"Junk Email",,,,"",,"False","False","False",,"*@indeed.com, @linkedin.com","","","False","If the message:
	the message includes specific words in the subject '*@indeed.com' or '@linkedin.com'
Take the following actions:
	move the message to folder 'Junk Email'
	and stop processing more rules on this message
","False","None"
"sarahr27@bonacu.onmicrosoft.com","Mute Webinar Reminders","True","3","17606809549065420801","True",,,,,,"","Low","False","False","False",,"Starts in 1 Hour, Webinar Reminder","","","False","If the message:
	the message includes specific words in the subject 'Starts in 1 Hour' or 'Webinar Reminder'
Take the following actions:
	mark the message as Low importance
	and stop processing more rules on this message
","False","None"
"sarahr27@bonacu.onmicrosoft.com","Payslips ","True","4","17534751955027492865","True",,,,"""sarah.r1991@gmail.com"" [SMTP:sarah.r1991@gmail.com]",,"",,"False","False","False",,"Payslip, Payroll","","","False","If the message:
	the message includes specific words in the subject 'Payslip' or 'Payroll'
Take the following actions:
	forward the message to 'sarah.r1991@gmail.com'
	and stop processing more rules on this message
","False","None"
"sarahr27@bonacu.onmicrosoft.com","Booking Confirmations","True","5","17462694360989564929","True",,"Bookings",,,,"",,"False","False","False",,"Booking Confirmed, Reservation, Scheduled","","","False","If the message:
	the message includes specific words in the subject 'Booking Confirmed' or 'Reservation' or 'Scheduled'
Take the following actions:
	move the message to folder 'Bookings'
	and stop processing more rules on this message
","False","None"
"sarahr27@bonacu.onmicrosoft.com","1. Nuke the Newsletters","True","6","17390636766951636993","True",,,,,,"",,"False","True","False",,"Newsletter, Weekly Digest, What’s New","","","False","If the message:
	the message includes specific words in the subject 'Newsletter' or 'Weekly Digest' or 'What’s New'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"william.jackson@bonacu.onmicrosoft.com","IT Issue Auto-Forward","True","1","9259400833873739777","True",,,,"""itservicedesk@bonacu.onmicrosoft.com"" [SMTP:itservicedesk@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"ticket, issue, support","","","False","If the message:
	the message includes specific words in the subject 'ticket' or 'issue' or 'support'
Take the following actions:
	forward the message to 'itservicedesk@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"william.jackson@bonacu.onmicrosoft.com","Feedback Collector","True","2","9187343239835811841","True",,,,"""customer.care@bonacu.onmicrosoft.com"" [SMTP:customer.care@bonacu.onmicrosoft.com]",,"",,"False","False","False",,"Feedback , complalint","","","False","If the message:
	the message includes specific words in the subject 'Feedback ' or 'complalint'
Take the following actions:
	forward the message to 'customer.care@bonacu.onmicrosoft.com'
	and stop processing more rules on this message
","False","None"
"william.jackson@bonacu.onmicrosoft.com","People Sick","True","3","9115285645797883905","True",,,,,,"","High","False","False","False",,"sick","","","False","If the message:
	the message includes specific words in the subject 'sick'
Take the following actions:
	mark the message as High importance
	and stop processing more rules on this message
","False","None"
"william.jackson@bonacu.onmicrosoft.com","Time Off Requested","True","4","9043228051759955969","True",,,,,,"","Low","False","False","False",,"Time Off Requested","","","False","If the message:
	the message includes specific words in the subject 'Time Off Requested'
Take the following actions:
	mark the message as Low importance
	and stop processing more rules on this message
","False","None"
"william.jackson@bonacu.onmicrosoft.com","messages-noreply@linkedin.com","True","5","8971170457722028033","True",,,,,,"",,"False","True","False","""messages-noreply@linkedin.com"" [SMTP:messages-noreply@linkedin.com]","","","","False","If the message:
	the message was received from 'messages-noreply@linkedin.com'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
"william.jackson@bonacu.onmicrosoft.com","You have new messages in Teams","True","6","8394709705418604545","True",,,,,,"",,"False","True","False",,"You have new messages in Teams","","","False","If the message:
	the message includes specific words in the subject 'You have new messages in Teams'
Take the following actions:
	delete the message
	and stop processing more rules on this message
","False","None"
